gvkey,conm,cusip,cik,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
001292,ALLIED FARM EQUIPMENT  -CL A,019177104,0000003877,P,01,LU,11886,160,19780131,19820730
001293,ALLIED FOODS INC,019213107,0000003883,P,01,LU,11894,159,19721214,19820930
001294,ALLIED MAINTENANCE,019267103,,P,01,LU,46818,24904,19680917,19820930
001295,ALLIED MILLS INC,019285105,,P,01,LU,19860,22954,19620131,19730706
001295,ALLIED MILLS INC,019285105,,C,00X,LU,19860,22954,19490701,19620130
001296,ALLIED NURSING CARE INC,019359108,0000727326,C,01,LU,11915,6857,19840215,19860915
001297,ALLIED PRODUCTS,019411107,0000003941,C,01,LU,26331,20050,19630329,20001002
001299,ALLIED SECURITY INC-OLD,019509108,0001172335,P,01,LU,11931,365,19760730,19900315
001299,ALLIED SECURITY INC-OLD,019509108,0001172335,C,00X,LU,11931,365,19730701,19760729
001300,HONEYWELL INTERNATIONAL INC,438516106,0000773840,P,01,LC,10145,22168,19620131,E
001301,ALLIED STORES,019519008,,P,01,LU,17304,22766,19620131,19861230
001301,ALLIED STORES,019519008,,C,00X,LU,17304,22766,19500201,19620130
001302,ALLIED SUPERMARKETS,019537109,,C,00X,LU,22074,21872,19550701,19620130
001302,ALLIED SUPERMARKETS,019537109,,P,01,LU,22074,21872,19860320,19870722
001302,ALLIED SUPERMARKETS,019537109,,P,01,LU,22074,21872,19620131,19781120
001303,ALLIED TECHNOLOGY INC,019547108,,P,01,LU,74473,6015,19770729,19800731
001304,ALLIED TELEPHONE,019555507,,P,01,LU,63423,385,19721214,19831031
001305,ALLIED THERMAL CORP,019573104,0000003971,P,01,LC,53655,25330,19711203,19771231
001306,ALLIED VAN LINES INC,019580109,0000003975,P,01,LU,11950,185,19721214,19820331
001308,ALLIS-CHALMERS ENERGY INC,019645506,0000003982,C,02,LC,90335,22169,20040913,20110228
001308,ALLIS-CHALMERS ENERGY INC,019645506,0000003982,C,02,LC,10153,22169,19620131,19881202
001308,ALLIS-CHALMERS ENERGY INC,019645506,0000003982,C,00X,LC,10153,22169,19500101,19620130
001309,ALLISON STEEL MFG CO,019717107,0000003998,P,01,LU,44724,24771,19670720,19711231
001311,ALC COMMUNICATIONS INC,001575307,0000783425,C,02,LU,85033,5931,19830420,19950831
001312,ALLOY METAL PRODUCTS INC,019852102,0000004006,P,01,LC,11966,175,19780131,19810227
001313,ALLOYS UNLIMITED INC,019861103,,P,01,LU,28898,23584,19650129,19700630
001314,ALLRIGHT AUTO PARKS INC,019879105,0000004013,P,01,LU,42737,24631,19651130,19820730
001315,ALLY & GARGANO INC,019901107,0000731773,P,01,LU,11974,6716,19831215,19860829
001318,ALLTEL CORP,020039103,0000065873,P,01,LU,41443,20057,19650118,20071130
001319,ALLYN & BACON INC,020051108,0000004047,P,01,LU,11982,187,19721214,19810630
001320,ALMADEN VINEYARDS INC-DEL,020287108,,P,01,LU,84284,417,19721214,19730828
001322,ALMY STORES INC,020425104,0000042675,P,01,LU,49103,25047,19690828,19840731
001323,ALNAN INC,020435103,,P,01,LC,42497,24617,19650930,19750630
001324,SCHERER HEALTHCARE INC,806530101,0000703598,C,01,LU,12002,172,19790131,20030131
001324,SCHERER HEALTHCARE INC,806530101,0000703598,C,00X,LU,12002,172,19740801,19790130
001325,ALOHA INC,020486106,0000004082,P,01,LU,61268,25659,19791214,19861231
001326,ALPEX COMPUTER CORP,020714101,0000004107,C,01,LU,12037,177,19790131,19800125
001326,ALPEX COMPUTER CORP,020714101,0000004107,C,00X,LU,12037,177,19750101,19790130
001327,SKYWORKS SOLUTIONS INC,83088M102,0000004127,P,01,LU,45911,20058,19680313,E
001328,ALPHA SOLARCO INC,31563E103,,C,01,LC,12045,364,19850512,19961111
001328,ALPHA SOLARCO INC,31563E103,,C,01,LC,12045,364,19791016,19821007
001329,ALPHANUMERIC INC,020789103,0000004156,C,01,LU,12053,158,19790131,19821011
001330,ALPHATYPE CORP,020815106,0000004157,P,01,LU,12061,182,19771031,19810331
001331,ALPINE GROUP INC,020825600,0000004164,P,01,LU,68814,162,19791231,20020711
001331,ALPINE GROUP INC,020825600,0000004164,C,00X,LU,68814,162,19730501,19791230
001332,ASIA SUPERNET CORP,04517Q100,0000004165,C,01,LC,12096,309,19780131,19890118
001333,ALPHA PETROLEUM EXPLORATION,020902102,0000090685,C,01,LU,78233,26525,19821101,19840905
001334,NQL INC,629369109,0001122965,P,01,LU,12117,170,19810618,20010917
001338,ALTA ENERGY CORP-OLD,02199Y201,,C,00X,LC,12125,5180,19811111,19831229
001341,ALTAIR CORP-DEL,021367107,0000004206,P,01,LC,12141,179,19721214,19850718
001342,ALTAIR CORP-PUERTO RICO,021368105,0000017592,C,01,LC,12160,3,19800131,19821014
001343,ALTAMIL CORP,021375100,,C,01,LU,40096,24432,19640115,19831230
001344,ALTEC CORP,021438106,0000004215,P,01,LU,44580,24763,19670619,19831130
001345,ALTERMAN INVESTMENT FUND,021447107,0000315127,C,01,LU,42032,24585,19650603,19800425
001346,ALTERNACARE CORP,021450101,0000744084,P,01,LU,12168,7118,19840703,19880331
001347,ALTEX OIL CORP,021456108,0000004233,C,00X,LC,63853,184,19750515,19751127
001347,ALTEX OIL CORP,021456108,0000004233,C,01,LC,63853,184,19751128,19851031
001348,ALTIUS CORP,021492103,0000004241,C,01,LU,12176,22334,19790131,19840831
001348,ALTIUS CORP,021492103,0000004241,C,00X,LU,12176,22334,19730201,19790130
001349,ALTON PACKAGING CORP,021690102,0000004253,C,01,LU,12184,181,19721214,19810930
001350,ALTOS COMPUTER SYS,022060107,0001430124,P,01,LU,12192,5675,19821104,19900831
001351,ALTRON INC,022092100,0000741339,P,01,LU,12205,7167,19840807,19981130
001356,ALCOA INC,013817507,,P,01,LC,24643,20060,19620131,20161031
001358,ALUMINUM SPECIALTY CO,022303101,0000004288,C,01,LU,47474,24942,19690115,19740131
001359,ALZA CORP,022615108,0000004310,P,01,LU,64856,20061,19830608,20010629
001360,SENTO CORP,816918205,0000004317,C,01,LC,12213,205,19800124,19920526
001360,SENTO CORP,816918205,0000004317,C,01,LC,84260,15153,19961119,20070912
001362,AMALGAMATED SUGAR CO,022771109,0000004339,C,00X,LU,24555,23278,19510228,19620130
001362,AMALGAMATED SUGAR CO,022771109,0000004339,P,01,LU,24555,23278,19620131,19821103
001363,BESTWAY INC,086584307,0000004344,C,01,LC,12221,193,19790131,19890816
001363,BESTWAY INC,086584307,0000004344,C,01,LC,12221,193,19951219,20041220
001364,AMAREX INC,023006109,,P,01,LU,12240,242,19721214,19840229
001365,AMAX INC,023127103,0000004363,C,00X,LU,10161,20063,19500101,19620130
001365,AMAX INC,023127103,0000004363,P,01,LU,10161,20063,19620131,19931029
001366,AMBAC INDUSTRIES INC,023141104,0000004368,C,00X,LU,10188,22170,19500101,19620130
001366,AMBAC INDUSTRIES INC,023141104,0000004368,P,01,LU,10188,22170,19620131,19780630
001367,AMBER RESOURCES CO OF COLO,023184203,0000276750,C,02,LC,12264,198,19790213,19860624
001368,AMBRA OIL & GAS CO,023312101,0000311342,P,01,LU,12272,292,19800717,19860829
001369,AMBRIT INC,023363104,0000319678,P,01,LC,66229,2402,19810106,19891229
001370,AMBULATORY MEDICAL CARE INC,023365109,0000724126,C,01,LC,12299,6350,19831230,19930927
001372,AMCAST INDUSTRIAL CORP,023395106,0000027425,P,01,LU,12320,1336,19721214,20030331
001373,AMCO INDS INC,023411101,,C,00X,LC,28935,23588,19620702,19650128
001373,AMCO INDS INC,023411101,,P,01,LC,28935,23588,19650129,19751128
001374,AMCOLE ENERGY CORP,023412208,0000004410,C,01,LU,12328,224,19751230,19880603
001375,AMDISCO CORP,023424104,0000004786,C,00X,LU,17670,74,19491001,19620130
001375,AMDISCO CORP,023424104,0000004786,P,01,LU,17670,74,19620131,19831031
001376,AMECO INC,023429103,0000004435,P,01,LC,42921,24645,19660131,19720531
001377,AMEDCO INC,023433105,0000004436,P,01,LU,63087,212,19780131,19860925
001377,AMEDCO INC,023433105,0000004436,C,00X,LU,63087,212,19740101,19780130
001378,AMELCO CORP,023438104,0000004438,C,01,LU,12387,223,19730131,19741028
001379,AMERACE CORP,023519101,,P,01,LU,26227,23394,19620131,19840928
001380,HESS CORP,42809H107,0000004447,P,01,LU,28484,20064,19690131,E
001381,AMERFORD INTERNATIONAL CORP,023609100,,C,01,LU,12408,5250,19811229,19890911
001382,US AIRWAYS GROUP INC,90341W108,0000701345,P,01,LC,80778,5814,19940921,20050926
001382,US AIRWAYS GROUP INC,90341W108,0000701345,P,01,LC,90893,47434,20050927,20131231
001382,US AIRWAYS GROUP INC,90341W108,0000701345,P,01,LC,12424,5814,19830225,19940825
001383,AMERICAN ADVENTURE INC,023685209,0000813606,C,01,LC,11206,9056,19870326,19871106
001384,AMERICAN AGGREGATES CORP,023717101,0000004504,P,01,LU,12459,192,19780725,19870331
001385,AMERICAN AGRI-FUELS CORP,023726102,,P,01,LU,12467,1895,19791205,19830930
001386,AMERICAN AGRONOMICS,023735103,,C,01,LU,51190,21337,19700928,19870331
001387,AMERICAN AIR FILTER INC,023753106,,P,01,LU,42235,24599,19650709,19780929
001390,AMERICAN APPRAISAL ASSOC INC,023852106,,P,01,LU,12475,199,19721214,19840831
001391,AMCORD INC,023904105,0000004421,P,01,LC,38877,24344,19630122,19791130
001392,AMDAHL CORP,023905102,0000004427,P,01,LU,60046,209,19760812,19970930
001393,AMERCO,023586100,0000004457,P,01,LU,81073,30020,19941103,E
001394,AMERICAN BAKERIES CO,024069106,0000004563,C,00X,LU,15843,22638,19500101,19620130
001394,AMERICAN BAKERIES CO,024069106,0000004563,P,01,LU,15843,22638,19620131,19861128
001395,AMERICAN BANK NOTE CO,024375107,0000004579,P,01,LU,10217,22174,19620131,19700116
001395,AMERICAN BANK NOTE CO,024375107,0000004579,C,00X,LU,10217,22174,19500101,19620130
001397,AMERICAN BILTRITE INC,024591406,0000004611,P,01,LC,39482,20066,19630801,20120126
001402,AMERICAN BIOMEDICAL CORP,024616104,0000004617,P,01,LU,12571,24,19721214,19780531
001408,BEAM INC,073730103,0000789073,P,01,LC,10225,20067,19620131,20140430
001409,AMERICAN BROADCASTING,024735102,0000897584,P,01,LU,10233,22176,19620131,19860131
001409,AMERICAN BROADCASTING,024735102,0000897584,C,00X,LU,10233,22176,19500101,19620130
001410,ABM INDUSTRIES INC,000957100,0000771497,P,01,LU,47730,20068,19690213,E
001411,AMERICAN BUSINESS PRODS/GA,024763104,0000004672,P,01,LU,56119,20069,19721214,20000229
001412,ABI AMERICAN BUSINESSPHONE,000771105,0000813608,P,01,LU,75000,7360,19841221,19881031
001414,PRIMERICA INC,74164M108,0001475922,C,00X,LC,10241,22177,19500101,19620130
001414,PRIMERICA INC,74164M108,0001475922,P,01,LC,10241,22177,19620131,19881215
001414,PRIMERICA INC,74164M108,0001475922,P,02,LC,93330,53383,20100401,E
001415,AMERICAN CAPITAL CORP-OLD,02499Y109,0000004707,P,01,LC,54332,20070,19720302,19831231
001416,AMERICAN CAPITAL CORP,024898108,0000760684,C,01,LC,54332,20070,19840131,19911209
001417,INVESCO BOND FUND,46132L107,0000005094,P,01,LC,51916,20071,19820129,E
001418,TRANSFINANCIAL HOLDINGS INC,89365P106,0000719271,C,01,LC,77200,11193,20000710,20020429
001418,TRANSFINANCIAL HOLDINGS INC,89365P106,0000719271,C,01,LC,77200,11193,19911112,20000418
001418,TRANSFINANCIAL HOLDINGS INC,89365P106,0000719271,C,01,LC,12619,6085,19830621,19890621
001419,AMERICAN CENTURY CORP,025078205,0000706169,P,01,LU,49947,20075,19730131,19900731
001420,AMERICAN CHAIN & CABLE INC,025105107,,C,00X,LC,18825,22876,19500101,19620130
001420,AMERICAN CHAIN & CABLE INC,025105107,,P,01,LC,18825,22876,19620131,19751231
001421,AMERICAN CLIPPER CORP,025147109,0000205015,P,01,LC,12678,44,19771230,19820827
001422,AMERICAN COMMUN & TV,025201203,0000357070,P,02,LC,12694,5553,19820621,19890824
001423,AMERICAN COMMUNITY SERVICES,025203100,0000707611,P,01,LU,12707,5895,19830405,19860530
001425,AMERICAN CONSUMER INDS INC,025231101,,C,00X,LU,10268,22178,19500101,19620130
001425,AMERICAN CONSUMER INDS INC,025231101,,P,01,LU,10268,22178,19620131,19740111
001426,AMERICAN CONTINENTAL CORP,025242207,0000314474,C,01,LU,12715,6332,19721214,19890524
001427,AMERICAN CONTROLLED INDS,025258104,,P,01,LU,57621,25578,19721214,19861128
001428,AMERICAN CREDIT,025285107,,C,00X,LC,28994,25620,19620702,19650128
001428,AMERICAN CREDIT,025285107,,C,01,LC,28994,25620,19650129,19700630
001429,AMERICAN CRYSTAL SUGAR CO,025303108,0000004828,P,01,LU,10276,22179,19730131,19730228
001430,AMERICAN CYANAMID CO,025321100,0000004829,C,00X,LU,23341,20076,19500101,19620130
001430,AMERICAN CYANAMID CO,025321100,0000004829,P,01,LU,23341,20076,19620131,19941130
001431,AMERICAN CYTOGENETICS,025328105,0000004833,C,00X,LU,12723,57,19730201,19790927
001431,AMERICAN CYTOGENETICS,025328105,0000004833,C,01,LU,12723,57,19790928,19920710
001432,AMERICAN/DAVEY CORP,025346107,,C,01,LU,12731,6068,19830615,19840301
001433,AMERICAN DIAGNOSTICS CORP,025364100,0000351923,P,01,LU,12750,66,19810507,19840731
001434,ADT INC -OLD,001007103,0000004854,P,01,LU,49269,25056,19690923,19870930
001437,AMERICAN DYNAMICS CORP,025530106,0000004886,C,01,LU,85367,7331,19850628,19880114
001439,US ECOLOGY INC,91732J102,0000742126,P,01,LC,12758,7019,19840509,E
001440,AMERICAN ELECTRIC POWER CO,025537101,0000004904,C,00X,LC,24109,20077,19510101,19620130
001440,AMERICAN ELECTRIC POWER CO,025537101,0000004904,P,01,LC,24109,20077,19620131,E
001441,MANSFELDER METALS LTD,56418U101,0000352281,C,01,LC,12766,5080,19810618,19920709
001441,MANSFELDER METALS LTD,56418U101,0000352281,C,01,LC,88851,41079,20001215,20071221
001442,AMERICAN EMERGICENTER INC,025617101,0000726987,P,01,LU,12774,6781,19840124,19850131
001444,AMERICAN VANTAGE COMPANIES,03037B106,0000315428,P,01,LC,12627,36,19850228,20050822
001445,AMERICAN EQUITY INVT TRUST,025677105,,P,01,LU,12803,84,19780131,19840831
001446,AMERICAN EXPLORATION CO,025762808,0000715428,P,01,LC,12811,6592,19831115,19971014
001447,AMERICAN EXPRESS CO,025816109,0000004962,C,01,LU,59176,90,19721214,E
001449,AFLAC INC,001055102,0000004977,P,01,LU,57904,92,19730823,E
001451,AMERICAN FAMILY PIZZA INC,025882101,0000727747,P,01,LU,12838,6658,19840306,19860530
001452,AMERICAN FIBER OPTICS CORP,025900101,0000350842,P,01,LU,12854,1722,19850131,19880531
001453,AMERICAN FUEL TECHNOLOGIES,025909102,,P,01,LU,12897,381,19821206,19860331
001454,AMERICAN EDUCATIONAL COMPUTR,025910100,0000724940,P,01,LU,12910,6475,19831006,19890331
001456,AMERICAN FILTRONA CORP,026042101,0000005009,P,01,LU,12918,102,19721214,19970930
001457,AMERICAN FINL LEASING & SVCS,026094102,,P,01,LC,12934,22394,19721214,19741129
001458,AMERICAN FLETCHER CORP,026168104,,C,01,LU,12969,106,19721214,19870123
001459,AMERICAN FLETCHER MTG INVS,026173104,,C,00X,LC,51473,25185,19730201,19771202
001461,AMERICAN FRONTIER EXPL INC,026295303,,P,01,LU,13005,99,19801027,19860630
001462,AMERICAN FRUCTOSE  -CL A,026296202,0000725552,J,02,LU,66798,6849,19841116,19930225
001462,AMERICAN FRUCTOSE  -CL A,026296202,0000725552,N,03,LU,66763,6849,19841031,19841031
001462,AMERICAN FRUCTOSE  -CL A,026296202,0000725552,P,01,LU,66771,6849,19841116,19930225
001462,AMERICAN FRUCTOSE  -CL A,026296202,0000725552,C,03,LU,66763,6849,19840208,19841030
001463,AMERICAN FURNITURE CO,026303107,,P,01,LU,13040,111,19721214,19861031
001464,AMERICAN GARDEN PRODUCTS INC,026330100,0000005085,P,01,LU,56661,25533,19721214,19800331
001465,AMERICAN GENERAL CORP,026351106,0000005103,C,00X,LC,48397,20082,19710101,19710128
001465,AMERICAN GENERAL CORP,026351106,0000005103,P,01,LU,48397,20082,19710129,20010928
001466,AMERICAN GIRL FASHIONS-CL A,026367102,,P,01,LU,41849,24569,19650528,19740228
001467,AMERICAN GOLD MINERALS CORP,026374108,,P,01,LU,13048,117,19810130,19840928
001468,AMERICAN GREETINGS  -CL A,026375105,0000005133,P,01,LU,13056,121,19721214,20130830
001470,ENCORE GROUP INC,292556107,0000276259,P,01,LU,13064,217,19830131,19910531
001470,ENCORE GROUP INC,292556107,0000276259,C,00X,LU,13064,217,19830101,19830130
001472,AMER HEALTHCARE MGMT,026496208,,P,02,LU,66421,20084,19900131,19940429
001472,AMER HEALTHCARE MGMT,026496208,,P,01,LU,66421,20084,19840824,19891229
001473,AMERICAN HELIOTHERMAL,026497206,,C,01,LU,13099,126,19790131,19860918
001474,AMERICAN HERITAGE LIFE INVS,026522102,0000005172,P,01,LC,59643,124,19790131,19991029
001474,AMERICAN HERITAGE LIFE INVS,026522102,0000005172,C,00X,LC,59643,124,19790101,19790130
001475,AMDURA CORP,023426703,0000005177,P,02,LU,41734,20085,19650317,19950428
001476,AMERICAN HOME INDUSTRIES CP,026600106,0000005185,C,01,LU,13101,125,19790131,19871221
001477,DIVERSICARE CP OF AMER,255103202,0000092057,P,02,LU,13120,6292,19830816,19901031
001478,WYETH,983024100,0000005187,C,00X,LC,15667,20086,19500101,19620130
001478,WYETH,983024100,0000005187,P,01,LC,15667,20086,19620131,20091015
001479,AMERICAN HOME SHIELD,026632000,0000005193,P,03,LC,13128,128,19790131,19891027
001479,AMERICAN HOME SHIELD,026632000,0000005193,C,00X,LC,13128,128,19760901,19790130
001481,AMERICAN HOSPITAL SUPPLY,026681106,0000215073,P,01,LU,27190,23459,19620131,19851129
001484,AMERICAN INDUSTRIES LTD,026801100,0000276298,P,01,LU,13179,219,19810312,19830331
001485,AMERITECH CORP,030954101,0000732715,P,01,LU,65859,20088,19840216,19991008
001487,AMERICAN INTERNATIONAL GROUP,026874784,0000005272,P,01,LC,66800,137,19721214,E
001488,AMERICAN INTL PICTURES INC,026877100,0000005281,P,01,LU,53313,25310,19711001,19790629
001489,AMERICAN INVESTMENT CO,026879106,0000005294,C,00X,LU,21194,23053,19500101,19620130
001489,AMERICAN INVESTMENT CO,026879106,0000005294,P,01,LU,21194,23053,19620131,19801128
001491,HADERA PAPER LTD,M52514102,0000005337,P,01,LC,29014,20089,19650630,20111221
001492,AMERICAN LAFRANCE INC,027096106,0000005343,P,01,LC,13224,225,19721214,19750131
001494,CRUISE AMERICA INC,228787107,0000733775,P,01,LU,13232,7012,19840608,19980227
001495,AMERICAN LIST CORP,027258102,0000005385,P,01,LU,13283,178,19780421,19970731
001496,AMERICAN LOCKER GROUP INC,027284108,0000008855,C,01,LU,10488,418,19721214,20060331
001497,DAMON GROUP INC,235746104,0000036127,P,01,LU,13291,5313,19820219,19910830
001498,AMERICAN MAIZE-PRODS  -CL A,027339209,0000005405,J,02,LU,50120,20090,19820129,19951130
001498,AMERICAN MAIZE-PRODS  -CL A,027339209,0000005405,P,01,LU,50112,20090,19700218,19951130
001500,AMERICAN MANAGEMENT SYSTEMS,027352103,0001318060,P,01,LC,13304,249,19790427,20040528
001501,AMERICAN MFG CO,027357102,,P,01,LU,29022,23594,19621231,19800530
001503,AMERICAN MARINE LTD,027378108,0000005421,P,01,LU,13339,226,19721214,19750731
001504,AMERICAN MEDCARE CORP,027414101,0000716384,P,01,LU,13347,6084,19830621,19851231
001505,AMERICAN MEDICAL AFFILIATES,027416106,,P,01,LU,13355,227,19780131,19830331
001506,AMERICAN MEDICAL BLDGS INC,027420108,,P,01,LC,60409,20092,19780822,19900814
001508,AMERICAN MEDICAL SERVICES,027438100,0001025589,C,00X,LU,13363,247,19740101,19771129
001508,AMERICAN MEDICAL SERVICES,027438100,0001025589,P,01,LU,13363,247,19771130,19861128
001509,AMERICAN MEDI-DENT INC,027445105,,P,01,LU,13371,5536,19820514,19850131
001510,AMERICAN MEDICORP INC,027447101,0000005442,P,01,LU,53161,25303,19710910,19780929
001511,GOLF ROUNDS.COM INC,38168R108,,C,01,LC,13390,254,19801029,19920903
001512,AMERICAN MICROSYSTEMS,027525104,,P,01,LU,13398,229,19721214,19820226
001513,AMERICAN MOBILE SYS,027559509,0000714593,C,02,LU,10090,7390,19860307,19950831
001514,AMERICAN MONITOR CORP,027561208,,P,02,LU,13435,231,19790131,19860131
001516,AMERICAN MOTOR INNS,027591106,,P,01,LC,48581,25014,19690623,19841231
001517,AMERICAN MOTORS CORP,027627108,0000005496,C,00X,LU,10321,22184,19491001,19620130
001517,AMERICAN MOTORS CORP,027627108,0000005496,P,01,LU,10321,22184,19620131,19870731
001518,GALLERY OF HISTORY INC,363812108,0000763730,P,01,LC,85404,7476,19850326,20091223
001519,AMERICAN MUSIC STORES INC,027663103,0000005505,C,01,LC,13443,257,19721214,19770630
001522,AMERICAN MEDICAL PRODUCTS CP,027902105,,P,01,LU,13451,235,19801008,19820630
001523,AMERICAN MEDICAL ALERT CORP,027904101,0000700721,P,01,LU,13470,6743,19831222,20111230
001524,AMERICAN NATIONAL CORP-DEL,028542108,,C,01,LU,13478,22441,19721214,19730731
001525,AMERICAN NATL ENTERPRISES,028546109,,C,01,LU,13486,230,19790131,19861128
001525,AMERICAN NATL ENTERPRISES,028546109,,C,00X,LU,13486,230,19730601,19790130
001526,AMERICAN NATIONAL INSURANCE,028591105,0000904163,P,01,LU,13507,261,19721214,E
001527,AMERICAN NATIONAL PETROLEUM,028602209,0000350898,P,01,LU,13515,284,19810605,19930730
001528,AMERICAN NATURAL RESOURCES,028609105,0000720685,P,01,LU,24141,23259,19620131,19850531
001528,AMERICAN NATURAL RESOURCES,028609105,0000720685,C,00X,LU,24141,23259,19510101,19620130
001529,AMERICAN NETWORK INC,028620102,,C,01,LC,85412,7452,19860513,19880527
001529,AMERICAN NETWORK INC,028620102,,C,01,LC,85412,7452,19850307,19860202
001530,AMERICAN NUCLEAR CORP,028663102,0000005550,C,01,LU,13523,290,19721214,19940506
001531,AMERICAN NUCLEONICS CORP,028671105,0000005549,P,01,LU,13531,5329,19820310,19861231
001532,AMERICAN OIL & GAS,028711109,0000746896,P,01,LU,64143,424,19820129,19940729
001532,AMERICAN OIL & GAS,028711109,0000746896,C,00X,LU,64143,424,19820101,19820128
001533,AMERICAN PACIFIC CORP,028740108,0000350832,P,01,LC,85439,975,19821101,20140228
001534,AMERICAN PACIFIC INTL INC,028762102,0000005582,P,01,LU,13550,308,19751209,19840928
001535,AMERICAN PACEMAKER CORP,028778108,0000205024,P,01,LU,13558,316,19790530,19820930
001537,FINA INC  -CL A,31734L101,0000005611,P,01,LU,29049,20094,19620702,19980831
